weather,visibility,road_type,lighting,traffic_density,speed_limit,time_of_day,accident_risk
Drizzle,7.993,Highway,Night-lit,Very High,50,Afternoon,Medium
Drizzle,6.657,Rural,Night-lit,Medium,40,Afternoon,Medium
Drizzle,5.326,Highway,Daylight,High,80,Morning,Medium
Rain,0.4,Urban,Dawn/Dusk,Very High,60,Afternoon,High
Clear,6.902,Highway,Night-unlit,Medium,60,Night,High
Clear,4.074,Rural,Dawn/Dusk,Medium,40,Morning,Medium
Fog,2.56,Urban,Daylight,Medium,50,Morning,Medium
Clear,8.098,Rural,Night-lit,Medium,60,Night,Medium
Clear,5.605,Highway,Night-lit,High,60,Afternoon,Medium
Drizzle,5.711,Intersection,Night-unlit,High,40,Night,High
Drizzle,9.386,Highway,Night-lit,Very High,100,Morning,High
Clear,1.795,Urban,Daylight,High,40,Evening,Medium
Drizzle,4.455,Urban,Night-lit,Very High,100,Morning,High
Fog,4.984,Intersection,Night-lit,Low,30,Evening,Medium
Fog,3.762,Urban,Night-unlit,Medium,50,Evening,High
Clear,5.688,Highway,Daylight,Medium,60,Afternoon,Medium
Rain,5.023,Rural,Dawn/Dusk,Medium,50,Morning,Medium
Clear,4.582,Highway,Daylight,Low,80,Night,Medium
Clear,2.786,Highway,Night-lit,Very High,40,Morning,High
Fog,3.733,Highway,Night-lit,High,40,Morning,High
Clear,6.215,Urban,Night-lit,Medium,60,Evening,Medium
Drizzle,6.838,Rural,Daylight,Low,40,Morning,Low
Clear,5.884,Rural,Dawn/Dusk,Medium,60,Morning,Medium
Rain,6.646,Urban,Daylight,Very High,40,Morning,Medium
Fog,6.485,Urban,Night-lit,High,80,Evening,High
Drizzle,4.375,Highway,Night-lit,High,40,Night,High
Drizzle,5.693,Rural,Night-unlit,High,60,Morning,Medium
Clear,6.179,Highway,Daylight,High,80,Morning,Medium
Clear,4.425,Urban,Daylight,Medium,60,Night,Medium
Drizzle,3.425,Highway,Night-lit,Medium,100,Night,High
Clear,8.355,Highway,Daylight,Medium,40,Night,Medium
Clear,6.7,Urban,Daylight,Very High,30,Afternoon,Low
Fog,6.335,Urban,Daylight,Low,80,Morning,Medium
Rain,7.619,Urban,Daylight,High,60,Morning,Medium
Clear,4.388,Rural,Night-unlit,Medium,40,Night,Medium
Clear,3.094,Urban,Daylight,Very High,40,Night,Medium
Clear,4.794,Urban,Night-lit,Medium,100,Evening,Medium
Clear,7.487,Urban,Daylight,Medium,60,Afternoon,Low
Rain,6.351,Urban,Daylight,High,100,Night,High
Clear,5.194,Highway,Daylight,Medium,30,Night,Medium
Rain,5.363,Intersection,Dawn/Dusk,High,100,Night,High
Clear,6.034,Highway,Night-unlit,Very High,40,Morning,High
Drizzle,8.62,Rural,Daylight,High,30,Morning,Low
Clear,4.774,Urban,Daylight,High,50,Morning,Medium
Rain,3.788,Urban,Daylight,Medium,30,Afternoon,Medium
Rain,2.919,Intersection,Night-unlit,High,80,Night,High
Rain,4.972,Urban,Daylight,Low,40,Afternoon,Low
Drizzle,5.794,Urban,Night-unlit,Medium,50,Night,Medium
Rain,3.959,Rural,Night-lit,Very High,60,Morning,High
Rain,6.451,Urban,Dawn/Dusk,Medium,30,Night,Medium
Drizzle,4.839,Rural,Night-lit,Medium,30,Afternoon,Medium
Drizzle,7.312,Rural,Dawn/Dusk,Medium,60,Evening,Medium
Clear,6.391,Urban,Night-unlit,High,40,Evening,Medium
Fog,7.768,Urban,Daylight,High,60,Afternoon,Medium
Clear,9.575,Rural,Daylight,Medium,100,Morning,Medium
Clear,6.981,Rural,Dawn/Dusk,Medium,60,Afternoon,Medium
Clear,6.459,Highway,Night-lit,High,80,Morning,High
Rain,7.947,Urban,Daylight,Medium,80,Morning,High
Clear,4.487,Urban,Dawn/Dusk,Medium,50,Night,Medium
Rain,8.399,Highway,Daylight,High,100,Morning,High
Clear,5.789,Highway,Night-lit,High,80,Evening,High
Rain,5.198,Intersection,Dawn/Dusk,Very High,50,Night,High
Clear,3.786,Urban,Night-unlit,High,30,Night,High
Fog,5.31,Urban,Daylight,Low,60,Night,Medium
Rain,8.607,Urban,Daylight,Medium,80,Evening,High
Clear,5.06,Intersection,Night-lit,Medium,40,Afternoon,Medium
Clear,4.405,Urban,Dawn/Dusk,Low,40,Night,Medium
Drizzle,5.535,Intersection,Daylight,High,40,Night,Medium
Clear,5.316,Intersection,Night-lit,High,40,Evening,Low
Rain,6.37,Rural,Daylight,High,60,Afternoon,Medium
Rain,7.846,Rural,Night-unlit,Medium,60,Morning,Medium
Clear,6.785,Urban,Night-lit,Medium,60,Morning,Medium
Fog,3.912,Rural,Daylight,Medium,60,Night,Medium
Clear,0.424,Highway,Dawn/Dusk,Low,60,Night,High
Clear,4.954,Intersection,Daylight,Low,30,Night,Low
Clear,5.792,Urban,Daylight,Medium,30,Evening,Low
Rain,9.476,Urban,Night-lit,Medium,50,Morning,Medium
Clear,4.789,Rural,Daylight,High,50,Morning,Medium
Drizzle,7.946,Intersection,Night-unlit,Medium,40,Night,High
Fog,2.73,Intersection,Daylight,Low,80,Afternoon,High
Clear,9.176,Highway,Night-unlit,Medium,60,Afternoon,Medium
Clear,5.733,Urban,Daylight,High,50,Night,Medium
Fog,4.777,Highway,Night-lit,Medium,80,Night,High
Clear,5.706,Rural,Dawn/Dusk,Medium,40,Morning,Low
Clear,5.437,Urban,Dawn/Dusk,Low,60,Morning,Medium
Clear,6.054,Urban,Dawn/Dusk,Medium,60,Evening,Medium
Drizzle,1.271,Urban,Night-lit,High,40,Morning,High
Rain,3.136,Rural,Night-unlit,Very High,40,Morning,High
Fog,4.985,Rural,Daylight,Medium,60,Evening,Medium
Drizzle,0.4,Rural,Daylight,Low,40,Night,Medium
Fog,4.64,Rural,Daylight,Very High,80,Afternoon,High
Drizzle,8.761,Highway,Daylight,Low,50,Evening,Medium
Drizzle,4.637,Highway,Night-lit,Medium,30,Evening,Medium
Clear,3.675,Intersection,Night-lit,Medium,30,Morning,Medium
Clear,6.676,Urban,Night-lit,High,50,Afternoon,Medium
Clear,1.812,Intersection,Night-lit,Medium,30,Evening,Medium
Rain,5.356,Rural,Daylight,Low,80,Morning,Medium
Fog,4.354,Rural,Night-lit,High,50,Afternoon,High
Fog,5.79,Highway,Daylight,Medium,40,Afternoon,Medium
Clear,8.369,Intersection,Night-unlit,High,40,Evening,Medium
Rain,5.902,Intersection,Daylight,Medium,80,Night,High
Clear,8.53,Urban,Daylight,Medium,40,Morning,Low
Rain,5.174,Intersection,Night-unlit,Very High,30,Morning,High
Rain,6.058,Urban,Night-lit,Low,60,Night,High
Clear,6.296,Urban,Night-unlit,Very High,50,Night,High
Fog,5.359,Urban,Dawn/Dusk,Medium,40,Morning,Medium
Rain,5.307,Urban,Daylight,Medium,50,Evening,Medium
Clear,6.051,Urban,Night-unlit,Medium,60,Morning,Medium
Clear,5.531,Intersection,Night-unlit,Medium,80,Evening,High
Rain,1.554,Highway,Night-lit,Medium,50,Morning,High
Drizzle,5.033,Rural,Daylight,High,30,Night,Medium
Rain,8.078,Highway,Night-lit,Medium,50,Evening,High
Rain,1.225,Urban,Night-lit,High,80,Morning,High
Rain,3.165,Highway,Night-lit,Low,60,Evening,High
Rain,2.352,Highway,Night-unlit,High,60,Night,High
Rain,6.831,Highway,Night-lit,High,80,Night,High
Rain,7.0,Urban,Dawn/Dusk,Low,50,Night,Low
Clear,7.223,Rural,Night-lit,Medium,80,Evening,Medium
Drizzle,3.028,Urban,Dawn/Dusk,Low,40,Morning,Medium
Drizzle,5.656,Urban,Daylight,Low,50,Evening,Medium
Drizzle,0.4,Urban,Night-unlit,Very High,60,Evening,High
Drizzle,7.498,Highway,Night-unlit,Very High,100,Morning,High
Drizzle,5.777,Urban,Night-lit,Very High,80,Afternoon,High
Fog,4.429,Urban,Dawn/Dusk,High,40,Afternoon,Medium
Clear,10.0,Highway,Night-lit,Low,100,Afternoon,Medium
Clear,6.635,Urban,Night-unlit,High,80,Evening,High
Clear,1.653,Highway,Night-lit,High,60,Evening,High
Rain,6.38,Urban,Daylight,Very High,80,Afternoon,High
Drizzle,9.421,Urban,Daylight,Medium,60,Evening,Medium
Rain,8.578,Urban,Night-unlit,High,60,Morning,High
Clear,2.766,Rural,Night-lit,Medium,40,Evening,Medium
Clear,3.035,Urban,Dawn/Dusk,Low,50,Night,Medium
Drizzle,4.647,Highway,Dawn/Dusk,Very High,50,Evening,High
Rain,4.441,Rural,Daylight,Very High,100,Morning,High
Fog,4.34,Rural,Daylight,High,100,Night,High
Rain,5.421,Intersection,Night-lit,Low,80,Afternoon,Medium
Clear,4.657,Urban,Daylight,Medium,40,Morning,Low
Clear,1.116,Highway,Night-lit,High,60,Night,High
Clear,8.206,Rural,Night-unlit,Medium,50,Morning,Low
Rain,4.15,Rural,Night-unlit,Medium,100,Night,High
Drizzle,4.94,Urban,Night-unlit,Low,60,Morning,Medium
Clear,6.502,Highway,Daylight,Low,80,Night,Medium
Rain,2.565,Intersection,Night-lit,High,50,Morning,High
Fog,3.187,Highway,Dawn/Dusk,Low,100,Afternoon,High
Rain,2.15,Urban,Night-lit,Medium,80,Afternoon,High
Drizzle,8.039,Intersection,Daylight,Low,80,Evening,Medium
Drizzle,8.558,Urban,Night-lit,High,40,Morning,Medium
Rain,7.525,Rural,Night-lit,Very High,100,Morning,High
Clear,8.259,Intersection,Night-unlit,High,50,Evening,High
Drizzle,1.772,Urban,Night-lit,Low,100,Evening,High
Rain,6.039,Intersection,Night-lit,High,100,Morning,High
Drizzle,2.609,Urban,Night-lit,High,100,Evening,High
Rain,2.497,Urban,Dawn/Dusk,Medium,50,Afternoon,Medium
Clear,8.259,Urban,Night-unlit,Medium,100,Evening,High
Drizzle,4.434,Rural,Night-unlit,High,40,Morning,Medium
Rain,5.169,Rural,Night-lit,Low,40,Afternoon,Medium
Rain,2.988,Urban,Dawn/Dusk,High,60,Afternoon,High
Clear,4.52,Urban,Night-lit,Medium,100,Evening,High
Rain,4.97,Intersection,Night-lit,High,50,Afternoon,High
Clear,6.696,Urban,Night-lit,Low,60,Afternoon,Low
Clear,6.301,Urban,Night-unlit,Medium,80,Morning,Medium
Drizzle,4.124,Highway,Night-lit,Low,60,Night,High
Clear,8.007,Intersection,Night-unlit,Medium,60,Morning,Medium
Rain,6.624,Urban,Daylight,High,40,Night,Medium
Storm,5.158,Urban,Daylight,High,80,Evening,High
Rain,8.492,Urban,Daylight,Medium,40,Morning,Medium
Storm,7.616,Urban,Dawn/Dusk,Very High,40,Evening,High
Drizzle,5.194,Intersection,Daylight,Low,30,Morning,Low
Fog,7.709,Highway,Daylight,Low,50,Night,Medium
Drizzle,5.947,Urban,Daylight,Low,60,Morning,Medium
Clear,3.976,Highway,Daylight,Low,80,Evening,Medium
Rain,3.122,Urban,Daylight,Very High,40,Morning,Medium
Clear,5.041,Urban,Daylight,Very High,50,Morning,Medium
Rain,3.74,Intersection,Dawn/Dusk,High,60,Evening,High
Rain,6.218,Highway,Daylight,Medium,30,Morning,Medium
Rain,5.082,Urban,Dawn/Dusk,Very High,50,Afternoon,Medium
Clear,2.736,Urban,Night-lit,Medium,30,Morning,Medium
Clear,4.209,Urban,Daylight,High,60,Evening,Medium
Drizzle,3.921,Rural,Night-lit,Low,40,Morning,Medium
Storm,9.537,Intersection,Daylight,High,30,Afternoon,Medium
Drizzle,5.922,Rural,Daylight,Medium,60,Afternoon,Medium
Clear,4.119,Highway,Daylight,High,30,Afternoon,Low
Rain,7.852,Urban,Night-unlit,High,60,Night,High
Rain,6.132,Highway,Night-lit,Medium,60,Afternoon,Medium
Rain,4.976,Intersection,Daylight,Very High,40,Night,High
Clear,4.893,Urban,Night-unlit,High,80,Night,High
Rain,8.692,Urban,Night-unlit,High,40,Afternoon,Medium
Rain,6.272,Rural,Daylight,Low,60,Afternoon,Medium
Storm,1.716,Urban,Night-lit,High,80,Night,High
Drizzle,4.344,Urban,Daylight,Medium,60,Night,Medium
Storm,2.158,Highway,Night-lit,Very High,80,Afternoon,High
Clear,5.108,Highway,Night-unlit,Medium,50,Night,High
Clear,10.0,Intersection,Night-lit,Medium,80,Night,High
Clear,7.35,Rural,Night-lit,Medium,60,Evening,Medium
Drizzle,6.769,Highway,Night-lit,Medium,60,Night,High
Clear,5.411,Highway,Daylight,Low,60,Night,Low
Clear,3.658,Urban,Daylight,High,80,Afternoon,Medium
Fog,6.759,Urban,Daylight,Very High,40,Night,High
Clear,6.84,Highway,Night-lit,High,80,Evening,High
Rain,2.713,Rural,Daylight,Low,50,Morning,Medium
Drizzle,8.687,Urban,Night-unlit,High,60,Morning,High
Rain,7.241,Urban,Daylight,Medium,100,Evening,High
Clear,2.571,Rural,Daylight,High,60,Afternoon,Medium
Rain,5.818,Highway,Night-lit,Very High,50,Morning,High
Rain,4.022,Highway,Night-lit,High,80,Night,High
Fog,2.963,Highway,Daylight,High,60,Morning,High
Storm,6.528,Highway,Daylight,High,30,Morning,Medium
Rain,6.362,Urban,Night-unlit,Low,80,Night,High
Rain,3.089,Intersection,Daylight,Very High,60,Night,High
Fog,1.016,Rural,Night-unlit,Low,40,Evening,High
Drizzle,5.597,Urban,Daylight,High,80,Night,High
Rain,5.86,Rural,Night-lit,Medium,60,Evening,Medium
Clear,6.739,Urban,Daylight,High,50,Morning,Medium
Clear,6.372,Rural,Dawn/Dusk,Low,50,Morning,Low
Rain,2.836,Intersection,Daylight,Very High,50,Morning,High
Clear,6.904,Highway,Night-unlit,Medium,50,Evening,Medium
Rain,0.75,Rural,Night-lit,High,40,Night,High
Rain,4.798,Rural,Daylight,High,40,Night,Medium
Drizzle,3.36,Highway,Daylight,Medium,50,Evening,Medium
Rain,7.572,Rural,Dawn/Dusk,Medium,60,Evening,High
Drizzle,4.499,Rural,Daylight,Very High,50,Afternoon,Medium
Storm,6.81,Intersection,Daylight,Medium,40,Night,High
Drizzle,5.979,Rural,Night-lit,Medium,60,Night,Medium
Drizzle,2.39,Urban,Daylight,Very High,60,Afternoon,High
Drizzle,7.16,Rural,Dawn/Dusk,Medium,60,Afternoon,Medium
Fog,6.787,Rural,Night-unlit,Medium,60,Afternoon,Medium
Fog,5.001,Highway,Daylight,High,60,Afternoon,Medium
Rain,4.907,Intersection,Night-lit,Medium,80,Night,Medium
Clear,8.076,Urban,Daylight,High,40,Afternoon,Low
Clear,9.211,Highway,Night-unlit,High,40,Afternoon,Medium
Rain,1.518,Rural,Dawn/Dusk,Very High,60,Afternoon,High
Rain,5.074,Highway,Dawn/Dusk,Very High,30,Evening,High
Rain,7.26,Urban,Night-lit,Very High,50,Evening,High
Clear,6.564,Highway,Daylight,High,50,Afternoon,Medium
Clear,2.993,Highway,Dawn/Dusk,Low,50,Morning,Medium
Fog,3.708,Urban,Night-lit,Very High,60,Afternoon,High
Clear,4.678,Urban,Night-lit,Medium,60,Evening,Medium
Clear,6.133,Highway,Daylight,Medium,40,Morning,Medium
Clear,4.765,Highway,Daylight,High,40,Night,Medium
Drizzle,5.9,Intersection,Night-unlit,High,80,Morning,High
Storm,5.026,Rural,Dawn/Dusk,Medium,60,Morning,Medium
Drizzle,5.679,Rural,Daylight,High,40,Morning,Medium
Clear,5.736,Rural,Daylight,Low,50,Afternoon,Low
Drizzle,6.077,Highway,Daylight,Medium,30,Evening,Medium
Rain,4.05,Urban,Night-lit,Low,50,Evening,Medium
Clear,8.455,Urban,Night-lit,Low,60,Evening,Low
Clear,2.539,Urban,Dawn/Dusk,High,50,Evening,Medium
Drizzle,5.637,Intersection,Daylight,Medium,80,Evening,Medium
Drizzle,5.186,Intersection,Daylight,Very High,80,Morning,Medium
Rain,6.056,Urban,Night-unlit,Medium,80,Night,High
Storm,3.692,Urban,Daylight,Very High,50,Evening,High
Rain,8.183,Intersection,Night-unlit,Medium,40,Evening,High
Storm,10.0,Urban,Dawn/Dusk,Low,100,Night,High
Drizzle,3.605,Urban,Daylight,High,40,Night,Medium
Drizzle,6.562,Highway,Night-lit,Low,60,Night,Medium
Rain,5.414,Urban,Daylight,Low,80,Morning,Medium
Clear,3.581,Urban,Daylight,High,100,Afternoon,Medium
Rain,2.085,Highway,Dawn/Dusk,Medium,40,Morning,High
Rain,6.895,Rural,Night-unlit,Medium,100,Morning,High
Drizzle,2.778,Urban,Night-unlit,Medium,40,Evening,High
Drizzle,3.777,Urban,Daylight,Medium,50,Afternoon,Medium
Drizzle,4.709,Urban,Night-unlit,High,100,Afternoon,High
Clear,7.251,Highway,Night-unlit,Low,100,Evening,High
Storm,2.516,Highway,Dawn/Dusk,Very High,100,Evening,High
Rain,3.449,Urban,Daylight,High,100,Morning,High
Clear,4.727,Highway,Dawn/Dusk,Very High,50,Morning,Medium
Clear,5.826,Urban,Night-lit,High,80,Afternoon,Medium
Storm,3.209,Urban,Daylight,High,60,Evening,High
Clear,5.92,Urban,Night-unlit,Medium,40,Afternoon,Medium
Clear,10.0,Urban,Night-lit,Low,60,Morning,Medium
Clear,3.949,Rural,Daylight,Low,100,Morning,Medium
Fog,5.708,Rural,Night-lit,High,50,Evening,High
Rain,6.856,Intersection,Daylight,High,60,Afternoon,High
Storm,4.234,Rural,Dawn/Dusk,Very High,40,Afternoon,High
Drizzle,7.168,Intersection,Daylight,Medium,60,Afternoon,Medium
Drizzle,7.782,Rural,Night-unlit,Low,60,Afternoon,Medium
Clear,2.647,Rural,Night-lit,Medium,80,Afternoon,High
Clear,6.284,Urban,Night-lit,High,40,Morning,Medium
Drizzle,2.534,Highway,Night-lit,Medium,40,Night,High
Rain,0.4,Highway,Night-unlit,Medium,100,Morning,High
Clear,4.099,Urban,Daylight,High,60,Afternoon,Medium
Fog,10.0,Rural,Dawn/Dusk,Low,50,Morning,Medium
Clear,7.127,Highway,Night-unlit,High,100,Night,High
Drizzle,4.98,Intersection,Daylight,Medium,80,Night,High
Rain,7.57,Highway,Night-lit,High,40,Evening,Medium
Clear,4.95,Urban,Dawn/Dusk,Medium,50,Afternoon,Medium
Clear,5.323,Urban,Night-lit,Medium,60,Evening,Medium
Fog,7.296,Rural,Dawn/Dusk,High,60,Evening,High
Clear,2.01,Urban,Night-unlit,Low,30,Afternoon,Medium
Drizzle,4.393,Urban,Night-unlit,Low,60,Evening,Medium
Clear,4.013,Highway,Dawn/Dusk,Low,50,Morning,Low
Clear,5.38,Urban,Night-unlit,Medium,40,Afternoon,Medium
Fog,5.475,Rural,Daylight,Medium,100,Afternoon,High
Drizzle,5.7,Urban,Night-unlit,Very High,30,Night,High
Rain,6.991,Urban,Night-unlit,High,50,Night,High
Drizzle,6.897,Intersection,Dawn/Dusk,Medium,40,Evening,Medium
Clear,5.205,Rural,Night-lit,Low,50,Evening,Medium
Clear,4.903,Urban,Daylight,Low,100,Evening,Medium
Clear,5.441,Intersection,Dawn/Dusk,Medium,50,Night,Medium
Clear,6.265,Urban,Night-lit,High,50,Afternoon,Medium
Drizzle,6.792,Intersection,Daylight,Low,50,Afternoon,Medium
Clear,6.658,Urban,Night-lit,High,30,Night,Medium
Clear,9.154,Urban,Night-lit,High,60,Evening,Medium
Drizzle,4.764,Urban,Daylight,Medium,60,Night,Medium
Storm,4.491,Highway,Daylight,Medium,30,Evening,Medium
Clear,5.645,Highway,Daylight,High,60,Night,Medium
Clear,8.346,Highway,Daylight,Medium,50,Afternoon,Low
Clear,3.749,Urban,Night-unlit,Medium,30,Afternoon,Medium
Clear,3.707,Rural,Daylight,Medium,50,Afternoon,Low
Drizzle,7.814,Rural,Dawn/Dusk,High,40,Night,Medium
Drizzle,5.393,Highway,Night-lit,High,50,Afternoon,Medium
Drizzle,2.639,Urban,Daylight,Medium,50,Morning,Medium
Rain,6.519,Intersection,Daylight,Very High,50,Afternoon,High
Drizzle,1.843,Urban,Daylight,High,40,Night,High
Fog,7.465,Highway,Dawn/Dusk,Very High,50,Morning,High
Drizzle,5.11,Rural,Dawn/Dusk,Medium,30,Morning,Medium
Rain,7.797,Urban,Night-lit,High,80,Afternoon,High
Rain,4.663,Highway,Daylight,Medium,60,Morning,Medium
Drizzle,7.658,Urban,Night-lit,High,40,Afternoon,Medium
Clear,7.316,Rural,Daylight,High,40,Morning,Low
Storm,4.357,Highway,Daylight,Medium,50,Night,High
Clear,4.853,Urban,Night-unlit,Medium,30,Night,Medium
Storm,1.248,Intersection,Night-unlit,Very High,100,Evening,High
Fog,4.91,Rural,Night-lit,Low,50,Morning,Medium
Drizzle,7.67,Urban,Daylight,High,40,Night,Medium
Clear,3.231,Urban,Daylight,Very High,50,Afternoon,Medium
Rain,8.111,Intersection,Night-lit,High,50,Evening,High
Rain,5.556,Urban,Daylight,Medium,80,Evening,Medium
Rain,6.306,Urban,Daylight,Medium,30,Morning,Low
Rain,6.743,Rural,Daylight,Medium,60,Afternoon,Medium
Rain,5.457,Urban,Night-lit,High,40,Morning,High
Clear,6.31,Intersection,Night-lit,Medium,80,Afternoon,Medium
Rain,5.565,Urban,Daylight,Medium,40,Evening,Medium
Clear,5.008,Urban,Dawn/Dusk,High,50,Night,Medium
Clear,5.705,Rural,Night-unlit,High,50,Night,Medium
Clear,3.199,Urban,Night-lit,Medium,60,Morning,Medium
Drizzle,9.273,Highway,Daylight,Medium,60,Night,Medium
Clear,2.117,Urban,Night-unlit,Very High,30,Night,High
Storm,4.304,Intersection,Night-lit,Very High,30,Evening,High
Storm,5.786,Intersection,Daylight,Medium,80,Evening,High
Clear,6.743,Rural,Daylight,Medium,60,Afternoon,Low
Drizzle,4.456,Intersection,Night-lit,Very High,40,Afternoon,High
Rain,7.306,Highway,Daylight,Medium,30,Night,Medium
Drizzle,5.718,Rural,Daylight,Medium,60,Morning,Medium
Rain,3.222,Urban,Daylight,High,50,Afternoon,High
Clear,6.301,Highway,Daylight,Very High,60,Afternoon,Medium
Clear,8.877,Intersection,Daylight,Very High,40,Morning,Medium
Fog,5.368,Highway,Night-unlit,Medium,60,Morning,High
Rain,6.066,Highway,Night-lit,Medium,100,Morning,High
Clear,5.619,Urban,Daylight,Low,100,Night,Medium
Fog,5.541,Rural,Dawn/Dusk,Medium,40,Night,Medium
Drizzle,4.893,Urban,Daylight,Medium,40,Evening,Medium
Fog,2.748,Highway,Daylight,Medium,100,Afternoon,High
Clear,6.339,Urban,Dawn/Dusk,Medium,60,Evening,Medium
Clear,10.0,Rural,Night-unlit,Low,80,Night,Medium
Fog,4.038,Highway,Dawn/Dusk,Very High,80,Night,High
Drizzle,4.683,Urban,Daylight,High,30,Night,Medium
Clear,8.925,Intersection,Daylight,High,30,Afternoon,Medium
Clear,3.722,Highway,Daylight,High,100,Evening,High
Drizzle,8.801,Highway,Night-unlit,High,40,Evening,High
Drizzle,6.64,Rural,Night-lit,High,60,Afternoon,Medium
Clear,8.819,Intersection,Daylight,High,40,Morning,Low
Clear,6.397,Rural,Night-unlit,Medium,30,Morning,Low
Clear,4.457,Rural,Dawn/Dusk,Very High,60,Evening,Medium
Clear,7.52,Rural,Daylight,Medium,30,Afternoon,Low
Drizzle,2.334,Highway,Daylight,Medium,30,Evening,Medium
Rain,3.64,Urban,Dawn/Dusk,Medium,40,Morning,Medium
Clear,6.456,Urban,Dawn/Dusk,High,50,Evening,Medium
Clear,9.114,Urban,Daylight,Low,60,Afternoon,Low
Rain,10.0,Highway,Night-lit,Medium,50,Evening,Medium
Storm,2.17,Intersection,Night-lit,High,60,Morning,High
Fog,6.18,Highway,Night-unlit,Medium,60,Evening,High
Clear,3.374,Rural,Night-lit,Medium,80,Afternoon,Medium
Drizzle,4.679,Highway,Dawn/Dusk,Very High,50,Afternoon,Medium
Clear,5.408,Urban,Night-unlit,Very High,80,Evening,High
Rain,0.852,Urban,Night-unlit,High,50,Afternoon,High
Storm,5.358,Rural,Daylight,Very High,100,Afternoon,High
Drizzle,6.004,Urban,Daylight,Very High,80,Evening,High
Clear,5.911,Intersection,Night-lit,Medium,40,Evening,Medium
Clear,4.458,Rural,Night-lit,Very High,60,Morning,High
Clear,5.662,Urban,Night-lit,High,30,Morning,Medium
Clear,2.943,Rural,Daylight,Very High,80,Morning,Medium
Drizzle,6.211,Urban,Night-unlit,Low,100,Night,High
Drizzle,3.484,Urban,Daylight,High,30,Night,Medium
Clear,5.2,Intersection,Daylight,High,60,Night,Medium
Drizzle,5.128,Highway,Daylight,High,80,Night,High
Drizzle,2.26,Rural,Daylight,Medium,40,Afternoon,Medium
Storm,5.619,Intersection,Night-lit,Medium,80,Afternoon,High
Rain,0.625,Intersection,Daylight,Medium,60,Afternoon,High
Rain,3.596,Highway,Daylight,Medium,30,Morning,Medium
Clear,6.723,Urban,Night-unlit,Medium,40,Night,Medium
Clear,1.417,Rural,Daylight,High,80,Afternoon,Medium
Clear,4.326,Urban,Dawn/Dusk,High,40,Morning,Medium
Fog,4.371,Intersection,Night-unlit,Very High,30,Afternoon,High
Clear,7.416,Urban,Daylight,Very High,100,Evening,High
Rain,6.467,Urban,Night-lit,Medium,50,Afternoon,Medium
Rain,5.9,Rural,Daylight,Very High,100,Night,High
Clear,5.173,Urban,Daylight,Medium,30,Morning,Low
Rain,9.11,Intersection,Night-lit,Medium,100,Night,High
Rain,5.103,Highway,Night-unlit,Medium,100,Evening,High
Clear,4.223,Urban,Night-lit,Medium,60,Morning,Medium
Drizzle,0.4,Urban,Daylight,High,40,Night,High
Storm,2.873,Urban,Daylight,Very High,80,Morning,High
Clear,5.271,Rural,Daylight,High,100,Afternoon,Medium
Drizzle,8.458,Highway,Dawn/Dusk,High,80,Morning,High
Storm,5.377,Rural,Night-lit,High,80,Afternoon,High
Clear,0.4,Highway,Daylight,High,50,Night,High
Drizzle,5.996,Intersection,Daylight,High,80,Morning,Medium
Drizzle,4.236,Rural,Dawn/Dusk,Low,40,Afternoon,Low
Clear,2.365,Urban,Daylight,High,100,Morning,High
Drizzle,8.889,Urban,Daylight,Medium,30,Morning,Medium
Clear,4.325,Urban,Night-unlit,Low,50,Night,Low
Drizzle,2.21,Urban,Night-lit,High,80,Evening,High
